word;etymology
*jɨlkɨ;"[(u'Old Turkic:', u'j\u0268lq\u0268 (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\u0268lq\u0268 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u'j\u0268lq\u0268'), (u'Middle Turkic:', [u'j\u0268lq\u0268 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), \u0268lq\u0268 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u')']), (u'Uzbek:', u'jilqi'), (u'Uighur:', u'\u01efi(l)qa, \u017eilqi'), (u'Azerbaidzhan:', u'ilx\u0268, \u0268lx\u0268 (dial.)'), (u'Turkmen:', u'j\u0268lq\u0268'), (u'Khakassian:', u'\u010d\u0268l\u0263\u0268'), (u'Shor:', u'\u010d\u0268l\u0263\u0268'), (u'Oyrat:', u'd\u0301\u0268lq\u0268'), (u'Yakut:', u's\u0268l\u0263\u0268'), (u'Tuva:', u'\u010d\u0268l\u0263\u0268'), (u'Kirghiz:', u'\u01ef\u0268lq\u0268'), (u'Kazakh:', u'\u017e\u0268lq\u0268'), (u'Noghai:', u'j\u0268lq\u0268'), (u'Bashkir:', u'j\u0268lq\u0268'), (u'Balkar:', u'\u01ef\u0268lq\u0268, z\u0268lq\u0268'), (u'Karaim:', u'j\u0268lq\u0268'), (u'Karakalpak:', u'\u017e\u0268lq\u0268'), (u'Kumyk:', u'j\u0268lq\u0268, jilq\u0268')]"
*jɨmga;"[(u'Old Turkic:', u'\u0268m\u0263a (OUygh.)'), (u'Karakhanid:', [u'\u0268m\u0263a, j\u0268m\u0263a (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u'), \u0268m\u0263a (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u""Old Osm. ime, \u0268ma 'goat', dial. 'deer with straight horns'""), (u'Middle Turkic:', [u'\u0268m\u0263a (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Turkmen:', u'umGa'), (u'Oyrat:', u'd\u0301um\u0263a'), (u'Tuva:', u'\u010du\u014bma')]"
*jɨm-ĺča-k;"[(u'Old Turkic:', u'j\u0268m\u0161aq (Orkh.), jum\u0161aq (OUygh.)'), (u'Karakhanid:', [u'jum\u0161aq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jum\u0161ak'), (u'Tatar:', u'jom\u0161aq'), (u'Middle Turkic:', [u'jum\u0161aq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u')']), (u'Uzbek:', u'jum\u0161\u0254q'), (u'Uighur:', u'jum\u0161aq'), (u'Sary-Yughur:', u'jumsaq'), (u'Azerbaidzhan:', u'jum\u0161aG'), (u'Turkmen:', u'jum\u0161aq'), (u'Khakassian:', u'\u010d\u0268m\u01efax, n\u0268mzax'), (u'Shor:', u'\u010d\u0268m\u017ea-'), (u'Oyrat:', u'j\u0268m\u017eaq, d\u0301\u0268m\u017eaq'), (u'Chuvash:', u's\u0301emz\u0301e'), (u'Yakut:', u's\u0268mna-\u0263as'), (u'Dolgan:', u'h\u0268mna-gas'), (u'Tuva:', u'\u010d\u0268m\u010daq'), (u'Tofalar:', u""\u010d\u0268m\u01efa- 'to become soft'""), (u'Kirghiz:', u'\u01efum\u0161aq'), (u'Kazakh:', u'\u017eumsaq'), (u'Bashkir:', u'jom\u0161aq'), (u'Balkar:', u'\u01efum\u0161aq, \u017eumu\u0161aq'), (u'Gagauz:', u'j\u0268m\u0268\u0161aq'), (u'Karaim:', u'j\u0268m\u0161aq, j\u0268m\u0161ax'), (u'Kumyk:', u'j\u0268m\u0268\u0161aq')]"
*jɨmurt;"[(u'Karakhanid:', [u""jumu\u0161\u0263a 'medlar' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jumurt (dial.)'), (u'Uzbek:', u'\u0161umurt'), (u'Azerbaidzhan:', u""\u01efumurt '\u043a\u0440\u0443\u0448\u0438\u043d\u0430'""), (u'Khakassian:', u'n\u0268m\u0268rt'), (u'Shor:', u'n\u0268b\u0268rt'), (u'Oyrat:', u'j\u0268m\u0268rt, d\u0301\u0268m\u0268r\u0268t'), (u'Chuvash:', u's\u0301\u01dd\u02b7m\u01dd\u02b7rt')]"
*jɨŋak;"[(u'Old Turkic:', u'j\u0268\u014baq (OUygh.)'), (u'Karakhanid:', [u'j\u0268\u014baq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
*jɨp / *jip;"[(u'Old Turkic:', u'j\u0268p (OUygh.)'), (u'Karakhanid:', [u'j\u0268p (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ip'), (u'Tatar:', u'\u01efep'), (u'Middle Turkic:', [u'jip (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), ', <i>ip</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uighur:', u'jip'), (u'Sary-Yughur:', u'jip, jep'), (u'Azerbaidzhan:', u'ip'), (u'Turkmen:', u'j\xfcp'), (u'Khakassian:', u'\u010d\u01ddp'), (u'Shor:', u'\u010dip'), (u'Oyrat:', u'jip, d\u0301ip'), (u'Halaj:', u'jip'), (u'Chuvash:', u's\u0301ip'), (u'Yakut:', [<i>sip</i>, u"" 'hook on a fishing rod', sippe 'thread'""]), (u'Kirghiz:', u'\u01efip'), (u'Kazakh:', u'\u017eip'), (u'Bashkir:', u'jep'), (u'Balkar:', [u'\u01efib, ', <i>zip</i>]), (u'Gagauz:', u'jip'), (u'Karaim:', u'jip'), (u'Karakalpak:', u'\u017eip'), (u'Salar:', u'jip'), (u'Kumyk:', u'jip')]"
*jɨpar;"[(u'Old Turkic:', u'j\u0268par (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\u0268par (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\u0268par (dial.)'), (u'Tatar:', u'jifar, \u01efufar'), (u'Middle Turkic:', [u'j\u0268par (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u'), ipar (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u'), j\u0268bar (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Yakut:', u's\u0268bar'), (u'Kirghiz:', u'\u01ef\u0268par'), (u'Kazakh:', u'\u017eupar'), (u'Bashkir:', u'jofar'), (u'Karakalpak:', u'\u017eupar'), (u'Salar:', u""ju'ar, ju\u03c7ar"")]"
*jɨr;"[(u'Karakhanid:', [u'j\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\u0268r'), (u'Tatar:', u'\u01ef\u0268r'), (u'Middle Turkic:', u'j\u0268r (R.)'), (u'Uzbek:', u'\u01efir'), (u'Sary-Yughur:', u'j\u0268r, jer'), (u'Azerbaidzhan:', u'j\u0268r (dial.)'), (u'Turkmen:', u'j\u0268r (dial.)'), (u'Kirghiz:', u'\u01ef\u0268r'), (u'Kazakh:', u'\u017e\u0268r'), (u'Noghai:', u'j\u0268r'), (u'Bashkir:', u'j\u0268r'), (u'Balkar:', u'z\u0268r, \u01ef\u0268r, \u017e\u0268r'), (u'Karaim:', u'j\u0268r, ir'), (u'Karakalpak:', u'\u017e\u0268r'), (u'Salar:', u'j\xfcr'), (u'Kumyk:', u'j\u0268r')]"
*jɨr-;[(u'Old Turkic:', u'j\u0268r-\u0263aru (Orkh.), ir-, jir- (OUygh.)')]
*jɨ̄g-(la-);"[(u'Old Turkic:', u'\u0268\u0263-la- (OUygh.)'), (u'Karakhanid:', [u'\u0268\u0263la-, j\u0268\u0263la- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), j\u0268\u0263la- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Tatar:', u'j\u0268la-'), (u'Middle Turkic:', [u'j\u0268\u0263la- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uighur:', u'a\u0263la-'), (u'Sary-Yughur:', u'ji\u0263la-'), (u'Turkmen:', u'\u0101\u0263-la-'), (u'Khakassian:', u'\u0268\u0304'), (u'Shor:', u'\u0268l\u0263a-'), (u'Oyrat:', u'\u0268jla-'), (u'Kazakh:', u'\u017e\u0268la-'), (u'Balkar:', u'z\u0268la-'), (u'Karakalpak:', u'\u017e\u0268la-'), (u'Kumyk:', u'jila-')]"
*jɨ̄l-;"[(u'Old Turkic:', u'j\u0268lan 2 (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\u0268lan (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u') 2']), (u'Turkish:', u'j\u0268lan 2'), (u'Tatar:', u'j\u0268l- 1, j\u0268lan 2'), (u'Middle Turkic:', [u'j\u0268l- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=321"" target=""_blank"">Vam.</a>, u'), j\u0268lan 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u01efil- 1, il\u0254n 2'), (u'Uighur:', u'ilan 2'), (u'Sary-Yughur:', u'jilan 2'), (u'Azerbaidzhan:', u'ilan 2'), (u'Turkmen:', u'j\u0268l\u0101n 2'), (u'Khakassian:', u'\u010d\u0268l- 1, \u010d\u0268lan 2'), (u'Shor:', u'\u010d\u0268lan 2'), (u'Oyrat:', u'd\u0301\u0268l- 1'), (u'Chuvash:', u's\u0301\u01dd\u02b7len 2'), (u'Yakut:', u's\u0268\u0304l- 1'), (u'Tuva:', u'\u010d\u0268l- 1, \u010d\u0268lan 2, dial. \u010dulan'), (u'Tofalar:', u'\u010d\u0268l- 1, \u010dulan 2'), (u'Kirghiz:', u'\u01ef\u0268l- 1, \u01ef\u0268lan 2'), (u'Kazakh:', u'\u017e\u0268lan 2'), (u'Noghai:', u'j\u0268lan 2'), (u'Bashkir:', u'j\u0268lan 2'), (u'Balkar:', u'\u017e\u0268lan 2'), (u'Gagauz:', u'j\u0268lan 2'), (u'Karaim:', u'j\u0268lan 2'), (u'Karakalpak:', u'\u017e\u0268lan 2'), (u'Salar:', u'jil\u0268n 2'), (u'Kumyk:', u'j\u0268lan 2')]"
*jɨ̄n;"[(u'Old Turkic:', u'j\u0268n (OUygh.)'), (u'Karakhanid:', [u'j\u0268n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Yakut:', u's\u012bn')]"
*job-;"[(u'Karakhanid:', [u'jov-, jovsa- 1, j\xf6vt\xfcr- (caus.) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u""j\u014drum '\u0432\u043e\u0441\u043f\u0438\u0442\u0430\u043d\u0438\u0435'""), (u'Turkmen:', u'jovar 2'), (u'Oyrat:', u""? d'\xf6\u0304\u017eo '\u0438\u043c\u0443\u0449\u0435\u0441\u0442\u0432\u043e'""), (u'Yakut:', u""sobolo\u014b 'payment for work'"")]"
*jigi / *jɨgɨ;"[(u'Old Turkic:', u'jigi (OUygh.)'), (u'Karakhanid:', [u'jigi (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\u0268\u0263\u0268'), (u'Turkmen:', u'j\u0268\u0263\u0268'), (u'Oyrat:', u'jik'), (u'Tuva:', u""\u010d\u0268'q""), (u'Kazakh:', u'\u017eiji'), (u'Noghai:', u'j\u0268j\u0268'), (u'Karakalpak:', u'\u017eiji')]"
*(j)igne;"[(u'Old Turkic:', u'ji\u014bne (OUygh.)'), (u'Karakhanid:', [u'jigne (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ijne'), (u'Tatar:', u'in\xe4'), (u'Middle Turkic:', [u'igne (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'ign\xe4'), (u'Uighur:', u'ign\xe4, ji\u014bn\xe4, jign\xe4'), (u'Sary-Yughur:', u'ji\u014bne'), (u'Azerbaidzhan:', u'ijn\xe4'), (u'Turkmen:', u'igne, i\u014bne'), (u'Khakassian:', u'i\u014be'), (u'Shor:', u'ing\xe4'), (u'Oyrat:', u'ijne'), (u'Halaj:', u'\u012bn\xe4 ( < Az.)'), (u'Yakut:', u'inne, in\u0301e'), (u'Dolgan:', u'i\u014bne, in\u0301e, inne'), (u'Tuva:', u'ine'), (u'Kirghiz:', u'ijne'), (u'Kazakh:', u'i\u0306jna'), (u'Noghai:', u'ijne'), (u'Bashkir:', u'i\u0306n\xe4'), (u'Balkar:', u'ijne'), (u'Gagauz:', u'\u012bn\xe4'), (u'Karaim:', u'ijne'), (u'Karakalpak:', u'ijne'), (u'Kumyk:', u'ine')]"
*jigren- ( ~ -e-);"[(u'Karakhanid:', [u'jigren- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ijren-'), (u'Tatar:', u'\u01efir\u025bn-'), (u'Middle Turkic:', [u'jigren- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'jirg\xe4n-, \u01efirgen-'), (u'Azerbaidzhan:', u'ijr\xe4n-'), (u'Turkmen:', u'jigren-'), (u'Yakut:', u'sirgen-'), (u'Kirghiz:', u'\u01eferin-, \u01efiren-, \u01efijirken-'), (u'Kazakh:', u'\u017eijren-'), (u'Noghai:', u'jijren-'), (u'Bashkir:', u'jer\xe4n-'), (u'Gagauz:', u'\u012bren-'), (u'Karaim:', u'iren-'), (u'Karakalpak:', u'\u017eijren-, \u017eijirken-'), (u'Kumyk:', u'\u01efirgen-')]"
*jilik;"[(u'Old Turkic:', u'jilik (OUygh.)'), (u'Karakhanid:', [u'jilik (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ilik'), (u'Tatar:', u'jelek, \u01efelek'), (u'Middle Turkic:', [u'jilik (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Uzbek:', u'ilik'), (u'Uighur:', u'jilik'), (u'Azerbaidzhan:', u'ilik'), (u'Turkmen:', u'jilik'), (u'Oyrat:', u'd\u0301ilik'), (u'Yakut:', u'sil\u012b'), (u'Tuva:', u'\u010dilig'), (u'Kirghiz:', u'\u01efilik'), (u'Noghai:', u'jilik'), (u'Bashkir:', u'jelek'), (u'Balkar:', u'\u01efilik'), (u'Karaim:', u'ilik'), (u'Karakalpak:', u'\u017eilik'), (u'Salar:', [u'ileh (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u')']), (u'Kumyk:', u'jilik')]"
*jin (/*jɨn);"[(u'Old Turkic:', u'jin (ji\u014b) (OUygh.)'), (u'Karakhanid:', [u'jin (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u'\u01efen dial.'), (u'Sary-Yughur:', u'jin, ji\u014b'), (u'Khakassian:', u'n\u01ddn'), (u'Oyrat:', u'jin, d\u0301in'), (u'Tuva:', u'\u010din'), (u'Kirghiz:', u'\u01efin'), (u'Kazakh:', u'\u017e\u0268n'), (u'Bashkir:', u'jen'), (u'Karakalpak:', u'\u017ein')]"
*(j)inčgek;[(u'Tatar:', u'in\u010di, jinc\u025b (Sib.)'), (u'Yakut:', u'iskex'), (u'Dolgan:', u'istek')]
*jint-;"[(u'Karakhanid:', [u'jind- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Khakassian:', u'nindi-'), (u'Tuva:', u'\u010dindi-')]"
*jiŋč-ge;"[(u'Old Turkic:', u'jin\u010dge (OUygh.)'), (u'Karakhanid:', [u'jin\u010dke (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'in\u01efe'), (u'Tatar:', u'ne\u010dk\u025b'), (u'Middle Turkic:', [u'i\u010dke (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), in\u010dge (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u')']), (u'Uzbek:', u'ingi\u010dka'), (u'Uighur:', u'in\u010dik\xe4'), (u'Sary-Yughur:', u'\u0161ige'), (u'Azerbaidzhan:', u'in\u01ef\xe4'), (u'Turkmen:', u'\u012bn\u010de ( < jin\u010de)'), (u'Khakassian:', u'niske'), (u'Chuvash:', u's\u0301inz\u0301e'), (u'Yakut:', u'sin\u0301niges'), (u'Dolgan:', u'hinn\u0301iges'), (u'Tuva:', u'\u010di\u014bge'), (u'Tofalar:', u'n\u0301i\u014bge'), (u'Kirghiz:', u'i\u010dke'), (u'Noghai:', u'ji\u014bi\u0161ke'), (u'Balkar:', u'in\u010dge'), (u'Gagauz:', u'in\u01ef\xe4'), (u'Karaim:', u'in\u01ef\xe4'), (u'Karakalpak:', u'\u017ei\u014bi\u0161ke'), (u'Salar:', u'l\xe4\u0161gi')]"
*(j)ip-;"[(u'Old Turkic:', u'jipin, jipgin'), (u'Karakhanid:', [u'jipkil (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Chuvash:', u""j\u01dd\u02b7pk\u01dd\u02b7n 'deep-coloured'""), (u'Tuva:', u'\xf6kpe\u014b'), (u'Karaim:', u'ipkin')]"
*jiŕ;"[(u'Old Turkic:', u'jiz ( ~ -e-) (OUygh.)'), (u'Karakhanid:', [u'jiz ( ~ -e-) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
*jit-;"[(u'Old Turkic:', u'jit- (Orkh., OUygh.)'), (u'Karakhanid:', [u'jit- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jit-'), (u'Middle Turkic:', [u'jit- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Uzbek:', u'jit-'), (u'Uighur:', u'jit-, j\xfct-'), (u'Azerbaidzhan:', u'it-'), (u'Turkmen:', u'jit-'), (u'Khakassian:', u'\u010d\u01ddt-'), (u'Chuvash:', u's\u0301\u01ddt-'), (u'Yakut:', u's\xfct-'), (u'Dolgan:', u'h\xfct-'), (u'Tuva:', u'\u010dit-'), (u'Kirghiz:', u'\u01efit-'), (u'Kazakh:', u'\u017eit-'), (u'Karaim:', u'j\u0268t-'), (u'Karakalpak:', u'\u017eit-')]"
*jiti;"[(u'Old Turkic:', u'jiti (OUygh.)'), (u'Karakhanid:', [u'jitig (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'iti- (v.)'), (u'Tatar:', u'\u01efete'), (u'Middle Turkic:', [u'iti (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), itik (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), iti- v. (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uighur:', u'i\u0161tik'), (u'Azerbaidzhan:', u'iti'), (u'Turkmen:', u'jiti'), (u'Khakassian:', u'\u010d\u01ddt\u01ddg'), (u'Shor:', u'\u010didig'), (u'Halaj:', u'jitti'), (u'Chuvash:', u's\u0301iv\u01ef\u01dd (?)'), (u'Yakut:', u's\u0268t\u0268\u0304'), (u'Dolgan:', u'h\u0268t\u0268\u0304'), (u'Tuva:', u'\u010didig, \u010didi- (v.)'), (u'Kazakh:', u'\u017eiti'), (u'Balkar:', u'\u017e\xfct\xfc'), (u'Karaim:', u'jiti, iti'), (u'Kumyk:', u'itti')]"
*jīk;[(u'Tatar:', u'\u01efek, dial. jek'), (u'Khakassian:', u'\u010d\u01ddk'), (u'Oyrat:', u'jik, d\u0301ik'), (u'Yakut:', u's\u012bk'), (u'Kirghiz:', u'\u01efik'), (u'Kazakh:', u'\u017eik'), (u'Bashkir:', u'jek (dial.)'), (u'Balkar:', u'\u01efik'), (u'Karakalpak:', u'\u017eik'), (u'Kumyk:', u'jik')]
*jīr- / *jɨ̄r-;"[(u'Karakhanid:', [u'je/ir- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jir- 2 (dial.)'), (u'Tatar:', u'j\u0268r- 2'), (u'Middle Turkic:', [u'(MKypch.) jir- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'jir- 1'), (u'Uighur:', u'jir-, \u01efir- 1'), (u'Turkmen:', u'jir- 1, 2'), (u'Khakassian:', u'\u010d\u01ddr- 1'), (u'Yakut:', u's\u012br- 2'), (u'Tuva:', u'\u010dir- 1'), (u'Kirghiz:', u'\u01ef\u0268r- 2'), (u'Kazakh:', u'\u017e\u0268r- 2'), (u'Noghai:', u'j\u0268r- 2'), (u'Bashkir:', u'j\u0268r- 2'), (u'Gagauz:', u'jir- 2'), (u'Karakalpak:', u'\u017e\u0268r- 2'), (u'Kumyk:', u""j\u0268r- 'to dig through'"")]"
*jɨd;"[(u'Old Turkic:', u'j\u0268d (OUygh.)'), (u'Karakhanid:', [u'j\u0268\u03b4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ij'), (u'Azerbaidzhan:', u'ij'), (u'Khakassian:', u'j\u0268s'), (u'Yakut:', u's\u0268t'), (u'Dolgan:', u'h\u0268t'), (u'Tuva:', u'\u010d\u0268t'), (u'Karaim:', u'ij')]"
